Id,SalePrice
1766,175000.0
1767,257500.0
1768,145000.0
1769,140000.0
1770,136500.0
1771,128000.0
1772,165500.0
1773,147000.0
1774,124000.0
1775,128900.0
1776,113000.0
1777,127500.0
1778,139000.0
1779,101800.0
1780,213000.0
1781,128000.0
1782,109000.0
1783,122900.0
1784,91300.0
1785,119200.0
1786,200000.0
1787,198900.0
1788,39300.0
1789,109500.0
1790,82500.0
1791,190000.0
1792,188700.0
1793,156000.0
1794,135000.0
1795,136000.0
1796,115000.0
1797,126000.0
1798,128900.0
1799,119000.0
1800,135500.0
1801,153575.0
1802,176500.0
1803,140000.0
1804,135960.0
1805,139000.0
1806,117000.0
1807,145000.0
1808,127000.0
1809,177000.0
1810,134432.0
1811,130000.0
1812,89500.0
1813,135000.0
1814,120000.0
1815,37900.0
1816,125500.0
1817,153900.0
1818,140200.0
1819,108000.0
1820,75500.0
1821,149000.0
1822,173500.0
1823,40000.0
1824,138887.0
1825,153575.0
1826,75000.0
1827,100000.0
1828,152000.0
1829,118400.0
1830,210000.0
1831,159500.0
1832,118000.0
1833,188700.0
1834,177000.0
1835,144000.0
1836,143900.0
1837,145000.0
1838,127000.0
1839,64500.0
1840,179000.0
1841,162000.0
1842,78000.0
1843,132250.0
1844,148000.0
1845,139500.0
1846,141000.0
1847,132500.0
1848,58500.0
1849,155000.0
1850,128900.0
1851,140000.0
1852,147000.0
1853,156000.0
1854,179900.0
1855,98300.0
1856,197900.0
1857,112000.0
1858,142953.0
1859,118858.0
1860,165000.0
1861,118858.0
1862,197000.0
1863,197000.0
1864,197000.0
1865,315500.0
1866,315500.0
1867,248900.0
1868,297000.0
1869,210000.0
1870,295493.0
1871,252000.0
1872,174000.0
1873,219210.0
1874,140000.0
1875,192500.0
1876,187000.0
1877,187500.0
1878,203000.0
1879,133500.0
1880,123000.0
1881,205000.0
1882,228500.0
1883,192000.0
1884,197900.0
1885,278000.0
1886,319000.0
1887,187500.0
1888,297000.0
1889,156932.0
1890,171000.0
1891,145000.0
1892,125000.0
1893,129000.0
1894,89500.0
1895,146500.0
1896,130000.0
1897,158000.0
1898,64500.0
1899,137500.0
1900,139400.0
1901,167000.0
1902,98600.0
1903,197000.0
1904,158500.0
1905,172500.0
1906,188700.0
1907,167000.0
1908,107500.0
1909,85400.0
1910,124000.0
1911,189000.0
1912,294000.0
1913,277000.0
1914,34900.0
1915,392500.0
1916,60000.0
1917,290000.0
1918,130000.0
1919,147000.0
1920,152000.0
1921,402861.0
1922,315500.0
1923,243000.0
1924,275000.0
1925,254900.0
1926,315000.0
1927,145500.0
1928,148000.0
1929,133900.0
1930,148000.0
1931,123000.0
1932,173733.0
1933,148000.0
1934,173000.0
1935,187500.0
1936,192000.0
1937,177000.0
1938,152000.0
1939,215000.0
1940,213500.0
1941,175000.0
1942,187000.0
1943,189000.0
1944,309000.0
1945,374000.0
1946,197900.0
1947,277500.0
1948,185000.0
1949,280000.0
1950,178000.0
1951,262280.0
1952,280000.0
1953,158000.0
1954,200000.0
1955,106000.0
1956,239686.0
1957,180500.0
1958,317000.0
1959,135000.0
1960,110000.0
1961,112500.0
1962,89000.0
1963,89000.0
1964,113000.0
1965,148500.0
1966,157000.0
1967,262500.0
1968,350000.0
1969,367294.0
1970,426000.0
1971,412500.0
1972,333168.0
1973,281213.0
1974,317000.0
1975,466500.0
1976,261500.0
1977,325000.0
1978,253293.0
1979,285000.0
1980,224500.0
1981,370878.0
1982,227000.0
1983,210000.0
1984,154000.0
1985,187500.0
1986,226000.0
1987,250580.0
1988,175900.0
1989,200100.0
1990,215000.0
1991,207500.0
1992,226000.0
1993,163900.0
1994,268000.0
1995,183500.0
1996,255900.0
1997,337500.0
1998,305900.0
1999,207500.0
2000,290000.0
2001,225000.0
2002,240000.0
2003,233230.0
2004,270000.0
2005,230500.0
2006,210000.0
2007,230000.0
2008,210000.0
2009,200000.0
2010,227680.0
2011,176432.0
2012,180500.0
2013,181000.0
2014,179000.0
2015,213000.0
2016,183200.0
2017,201800.0
2018,134000.0
2019,123000.0
2020,109500.0
2021,100000.0
2022,190000.0
2023,148000.0
2024,256000.0
2025,277500.0
2026,176000.0
2027,80000.0
2028,146000.0
2029,172500.0
2030,328900.0
2031,277500.0
2032,328900.0
2033,325000.0
2034,155000.0
2035,185900.0
2036,230000.0
2037,245500.0
2038,325000.0
2039,230000.0
2040,412500.0
2041,235000.0
2042,213500.0
2043,180000.0
2044,197900.0
2045,289000.0
2046,135000.0
2047,167000.0
2048,147000.0
2049,142600.0
2050,167000.0
2051,101800.0
2052,171000.0
2053,144000.0
2054,91300.0
2055,175000.0
2056,127000.0
2057,128900.0
2058,187500.0
2059,147000.0
2060,143000.0
2061,149500.0
2062,129000.0
2063,135750.0
2064,128000.0
2065,126000.0
2066,185000.0
2067,128000.0
2068,137000.0
2069,112000.0
2070,106000.0
2071,109000.0
2072,153900.0
2073,132000.0
2074,183500.0
2075,156000.0
2076,129000.0
2077,157000.0
2078,132000.0
2079,122900.0
2080,112500.0
2081,110000.0
2082,130000.0
2083,172500.0
2084,103000.0
2085,124000.0
2086,98000.0
2087,122900.0
2088,114504.0
2089,112000.0
2090,115000.0
2091,136500.0
2092,153500.0
2093,152000.0
2094,141000.0
2095,150900.0
2096,112000.0
2097,80000.0
2098,166000.0
2099,60000.0
2100,107500.0
2101,106000.0
2102,116900.0
2103,91300.0
2104,163000.0
2105,177000.0
2106,72500.0
2107,197000.0
2108,112500.0
2109,100000.0
2110,110500.0
2111,145000.0
2112,143000.0
2113,125500.0
2114,64500.0
2115,152000.0
2116,128000.0
2117,127000.0
2118,130500.0
2119,119000.0
2120,127000.0
2121,91300.0
2122,120000.0
2123,87000.0
2124,205000.0
2125,153900.0
2126,207000.0
2127,157900.0
2128,131500.0
2129,82500.0
2130,152000.0
2131,180500.0
2132,106000.0
2133,110500.0
2134,106000.0
2135,91300.0
2136,58500.0
2137,119200.0
2138,149000.0
2139,171000.0
2140,132500.0
2141,142500.0
2142,160000.0
2143,107000.0
2144,125000.0
2145,138500.0
2146,163500.0
2147,184000.0
2148,127000.0
2149,129500.0
2150,280000.0
2151,116900.0
2152,145000.0
2153,144500.0
2154,109500.0
2155,141000.0
2156,256000.0
2157,241500.0
2158,222500.0
2159,228500.0
2160,160000.0
2161,282922.0
2162,485000.0
2163,315500.0
2164,275000.0
2165,175500.0
2166,149000.0
2167,187500.0
2168,215000.0
2169,193000.0
2170,237000.0
2171,151000.0
2172,155000.0
2173,152000.0
2174,236000.0
2175,350000.0
2176,324000.0
2177,260000.0
2178,212000.0
2179,149000.0
2180,188000.0
2181,194500.0
2182,224900.0
2183,194500.0
2184,160000.0
2185,144000.0
2186,140000.0
2187,171000.0
2188,172500.0
2189,151400.0
2190,82000.0
2191,82000.0
2192,55000.0
2193,85500.0
2194,93000.0
2195,111000.0
2196,110000.0
2197,93500.0
2198,149000.0
2199,135000.0
2200,127000.0
2201,130500.0
2202,230000.0
2203,165000.0
2204,145000.0
2205,127000.0
2206,155000.0
2207,245000.0
2208,226000.0
2209,149500.0
2210,107500.0
2211,110500.0
2212,116000.0
2213,87000.0
2214,160000.0
2215,84900.0
2216,152000.0
2217,58500.0
2218,40000.0
2219,34900.0
2220,64500.0
2221,392500.0
2222,302000.0
2223,311500.0
2224,189000.0
2225,135000.0
2226,150000.0
2227,239000.0
2228,235000.0
2229,229456.0
2230,167500.0
2231,198900.0
2232,181000.0
2233,165000.0
2234,261500.0
2235,216500.0
2236,306000.0
2237,319000.0
2238,206300.0
2239,147000.0
2240,208300.0
2241,164500.0
2242,129900.0
2243,175000.0
2244,92000.0
2245,91000.0
2246,154000.0
2247,87000.0
2248,119000.0
2249,125500.0
2250,129000.0
2251,91500.0
2252,180000.0
2253,156932.0
2254,187000.0
2255,192000.0
2256,179400.0
2257,243000.0
2258,180500.0
2259,177000.0
2260,141000.0
2261,189000.0
2262,189000.0
2263,336000.0
2264,466500.0
2265,150000.0
2266,325000.0
2267,350000.0
2268,402861.0
2269,164000.0
2270,186500.0
2271,280000.0
2272,208500.0
2273,180000.0
2274,181000.0
2275,143000.0
2276,82500.0
2277,228950.0
2278,152000.0
2279,134800.0
2280,124000.0
2281,181000.0
2282,162500.0
2283,110000.0
2284,119750.0
2285,139400.0
2286,100000.0
2287,337500.0
2288,249700.0
2289,350000.0
2290,438780.0
2291,309000.0
2292,385000.0
2293,466500.0
2294,438780.0
2295,466500.0
2296,372500.0
2297,339750.0
2298,314813.0
2299,253293.0
2300,337000.0
2301,281000.0
2302,230000.0
2303,225000.0
2304,283463.0
2305,196000.0
2306,196000.0
2307,196000.0
2308,209500.0
2309,277500.0
2310,210000.0
2311,190000.0
2312,173500.0
2313,174000.0
2314,154000.0
2315,174000.0
2316,187000.0
2317,176432.0
2318,173500.0
2319,179540.0
2320,176000.0
2321,264561.0
2322,159895.0
2323,199900.0
2324,180000.0
2325,224900.0
2326,162000.0
2327,215000.0
2328,215000.0
2329,181000.0
2330,178000.0
2331,345000.0
2332,438780.0
2333,315000.0
2334,268000.0
2335,267000.0
2336,336000.0
2337,183500.0
2338,318000.0
2339,230500.0
2340,315000.0
2341,190000.0
2342,263435.0
2343,213000.0
2344,254900.0
2345,252000.0
2346,210000.0
2347,183500.0
2348,212000.0
2349,152000.0
2350,270000.0
2351,228000.0
2352,230000.0
2353,200000.0
2354,147000.0
2355,161000.0
2356,152000.0
2357,192500.0
2358,187000.0
2359,122900.0
2360,128200.0
2361,140000.0
2362,311500.0
2363,146800.0
2364,152000.0
2365,227000.0
2366,192000.0
2367,212000.0
2368,199900.0
2369,209500.0
2370,176000.0
2371,168500.0
2372,208900.0
2373,299800.0
2374,299800.0
2375,270000.0
2376,262280.0
2377,301500.0
2378,124500.0
2379,151400.0
2380,149000.0
2381,142000.0
2382,234000.0
2383,214000.0
2384,269790.0
2385,156000.0
2386,132250.0
2387,143000.0
2388,90000.0
2389,135000.0
2390,143500.0
2391,132500.0
2392,112500.0
2393,140000.0
2394,133700.0
2395,189000.0
2396,163000.0
2397,215000.0
2398,134800.0
2399,39300.0
2400,37900.0
2401,134800.0
2402,128900.0
2403,143000.0
2404,151000.0
2405,137500.0
2406,127000.0
2407,129000.0
2408,152000.0
2409,124000.0
2410,137900.0
2411,112000.0
2412,146500.0
2413,130000.0
2414,151500.0
2415,135000.0
2416,127000.0
2417,128900.0
2418,128200.0
2419,136900.0
2420,123000.0
2421,138000.0
2422,143250.0
2423,153575.0
2424,179500.0
2425,272000.0
2426,60000.0
2427,133000.0
2428,163000.0
2429,112500.0
2430,124500.0
2431,135000.0
2432,145500.0
2433,155000.0
2434,157000.0
2435,160000.0
2436,109500.0
2437,115000.0
2438,100000.0
2439,89471.0
2440,135000.0
2441,110500.0
2442,80000.0
2443,135750.0
2444,135750.0
2445,112000.0
2446,162900.0
2447,252000.0
2448,138000.0
2449,115000.0
2450,177000.0
2451,109000.0
2452,197000.0
2453,106500.0
2454,140000.0
2455,121000.0
2456,139000.0
2457,79900.0
2458,64500.0
2459,130500.0
2460,149500.0
2461,130500.0
2462,139900.0
2463,112500.0
2464,160000.0
2465,110000.0
2466,135000.0
2467,155000.0
2468,90000.0
2469,102000.0
2470,240000.0
2471,219500.0
2472,243000.0
2473,121600.0
2474,85000.0
2475,197000.0
2476,112000.0
2477,140000.0
2478,167000.0
2479,108000.0
2480,134000.0
2481,129500.0
2482,123000.0
2483,123500.0
2484,125000.0
2485,125000.0
2486,157000.0
2487,272000.0
2488,145000.0
2489,130000.0
2490,157000.0
2491,112000.0
2492,181900.0
2493,127000.0
2494,166000.0
2495,84000.0
2496,243000.0
2497,140000.0
2498,109500.0
2499,84000.0
2500,124500.0
2501,129000.0
2502,145000.0
2503,121000.0
2504,178000.0
2505,228500.0
2506,244600.0
2507,278000.0
2508,248900.0
2509,260000.0
2510,201000.0
2511,176000.0
2512,219500.0
2513,230000.0
2514,228000.0
2515,148000.0
2516,155000.0
2517,126000.0
2518,147000.0
2519,197900.0
2520,214900.0
2521,196500.0
2522,237000.0
2523,129000.0
2524,133700.0
2525,146000.0
2526,132000.0
2527,82000.0
2528,120000.0
2529,129000.0
2530,88000.0
2531,220000.0
2532,210000.0
2533,205950.0
2534,230500.0
2535,305000.0
2536,205000.0
2537,215000.0
2538,183900.0
2539,199900.0
2540,176432.0
2541,184000.0
2542,152000.0
2543,123000.0
2544,145000.0
2545,135000.0
2546,142000.0
2547,137500.0
2548,145000.0
2549,152000.0
2550,485000.0
2551,145000.0
2552,128200.0
2553,82000.0
2554,119200.0
2555,64500.0
2556,100000.0
2557,120500.0
2558,200500.0
2559,140000.0
2560,89471.0
2561,139400.0
2562,138887.0
2563,139900.0
2564,160200.0
2565,79900.0
2566,207500.0
2567,130000.0
2568,175000.0
2569,180000.0
2570,107500.0
2571,192140.0
2572,227000.0
2573,280000.0
2574,538000.0
2575,122500.0
2576,153575.0
2577,132000.0
2578,80000.0
2579,85000.0
2580,160000.0
2581,142125.0
2582,145000.0
2583,235000.0
2584,151000.0
2585,148000.0
2586,190000.0
2587,230000.0
2588,184000.0
2589,149000.0
2590,214000.0
2591,240000.0
2592,216837.0
2593,201000.0
2594,180500.0
2595,179900.0
2596,319000.0
2597,181000.0
2598,268000.0
2599,310000.0
2600,160000.0
2601,148000.0
2602,88000.0
2603,92000.0
2604,80000.0
2605,88000.0
2606,138000.0
2607,143500.0
2608,257500.0
2609,148000.0
2610,124900.0
2611,177500.0
2612,162000.0
2613,133000.0
2614,130000.0
2615,145000.0
2616,164900.0
2617,137900.0
2618,194000.0
2619,280000.0
2620,192000.0
2621,177000.0
2622,186500.0
2623,228500.0
2624,254900.0
2625,302000.0
2626,167900.0
2627,189000.0
2628,325000.0
2629,745000.0
2630,325000.0
2631,556581.0
2632,325000.0
2633,277500.0
2634,315000.0
2635,147000.0
2636,82500.0
2637,82500.0
2638,268000.0
2639,187000.0
2640,148000.0
2641,108500.0
2642,217000.0
2643,83500.0
2644,122500.0
2645,106000.0
2646,100000.0
2647,81000.0
2648,107000.0
2649,138000.0
2650,139400.0
2651,148500.0
2652,556581.0
2653,256300.0
2654,240000.0
2655,374000.0
2656,285000.0
2657,325000.0
2658,228500.0
2659,290000.0
2660,348000.0
2661,315500.0
2662,367294.0
2663,261500.0
2664,277500.0
2665,350000.0
2666,328900.0
2667,165600.0
2668,155835.0
2669,169990.0
2670,281213.0
2671,155835.0
2672,183000.0
2673,164000.0
2674,178740.0
2675,167240.0
2676,183500.0
2677,210000.0
2678,268000.0
2679,275500.0
2680,281213.0
2681,437154.0
2682,317000.0
2683,475000.0
2684,290000.0
2685,359100.0
2686,318000.0
2687,324000.0
2688,225000.0
2689,210000.0
2690,556581.0
2691,200500.0
2692,176000.0
2693,183500.0
2694,176000.0
2695,183000.0
2696,183000.0
2697,207500.0
2698,217000.0
2699,165500.0
2700,162500.0
2701,173733.0
2702,108500.0
2703,135000.0
2704,146000.0
2705,132000.0
2706,125000.0
2707,110000.0
2708,132250.0
2709,109500.0
2710,124500.0
2711,335000.0
2712,359100.0
2713,176000.0
2714,147400.0
2715,172400.0
2716,164700.0
2717,183500.0
2718,209500.0
2719,143000.0
2720,140000.0
2721,132000.0
2722,180000.0
2723,132500.0
2724,124500.0
2725,160000.0
2726,143000.0
2727,127000.0
2728,171000.0
2729,148000.0
2730,154000.0
2731,133900.0
2732,128500.0
2733,150000.0
2734,118500.0
2735,129000.0
2736,135000.0
2737,127000.0
2738,135000.0
2739,158000.0
2740,145000.0
2741,150000.0
2742,150000.0
2743,147000.0
2744,150000.0
2745,155000.0
2746,134500.0
2747,158000.0
2748,127000.0
2749,134500.0
2750,128000.0
2751,132000.0
2752,274725.0
2753,172500.0
2754,200000.0
2755,122900.0
2756,108000.0
2757,72500.0
2758,91300.0
2759,155000.0
2760,153900.0
2761,139000.0
2762,154000.0
2763,228950.0
2764,140000.0
2765,244400.0
2766,165500.0
2767,92900.0
2768,100000.0
2769,132000.0
2770,140000.0
2771,135000.0
2772,124000.0
2773,112000.0
2774,152000.0
2775,152000.0
2776,163990.0
2777,82500.0
2778,141000.0
2779,90000.0
2780,119200.0
2781,80000.0
2782,109900.0
2783,119500.0
2784,132500.0
2785,157500.0
2786,92000.0
2787,112500.0
2788,112000.0
2789,171000.0
2790,106250.0
2791,109008.0
2792,108480.0
2793,135000.0
2794,130500.0
2795,80000.0
2796,86000.0
2797,240000.0
2798,141500.0
2799,127000.0
2800,82000.0
2801,100000.0
2802,140000.0
2803,143000.0
2804,155000.0
2805,112000.0
2806,80000.0
2807,178740.0
2808,148000.0
2809,130000.0
2810,124500.0
2811,148000.0
2812,142500.0
2813,142600.0
2814,145000.0
2815,93000.0
2816,280000.0
2817,134000.0
2818,137000.0
2819,208500.0
2820,120500.0
2821,129000.0
2822,175500.0
2823,272000.0
2824,175000.0
2825,117000.0
2826,144900.0
2827,140000.0
2828,239000.0
2829,143000.0
2830,213500.0
2831,195400.0
2832,244000.0
2833,251000.0
2834,213500.0
2835,201000.0
2836,194000.0
2837,180000.0
2838,145000.0
2839,175900.0
2840,192000.0
2841,197000.0
2842,239000.0
2843,165000.0
2844,146000.0
2845,145000.0
2846,190000.0
2847,211000.0
2848,230000.0
2849,219500.0
2850,336000.0
2851,274725.0
2852,230000.0
2853,207500.0
2854,155900.0
2855,190000.0
2856,192000.0
2857,179000.0
2858,199900.0
2859,160000.0
2860,127500.0
2861,98600.0
2862,171750.0
2863,143000.0
2864,268000.0
2865,148000.0
2866,130000.0
2867,130500.0
2868,110000.0
2869,149000.0
2870,168000.0
2871,91500.0
2872,60000.0
2873,112000.0
2874,175000.0
2875,106500.0
2876,149000.0
2877,159434.0
2878,200100.0
2879,188700.0
2880,129000.0
2881,138887.0
2882,161750.0
2883,140000.0
2884,225000.0
2885,180500.0
2886,200500.0
2887,106500.0
2888,120500.0
2889,55000.0
2890,116000.0
2891,139500.0
2892,40000.0
2893,130000.0
2894,40000.0
2895,275000.0
2896,275000.0
2897,224000.0
2898,143000.0
2899,225000.0
2900,162000.0
2901,137900.0
2902,216500.0
2903,319000.0
2904,367294.0
2905,128000.0
2906,206300.0
2907,115000.0
2908,127000.0
2909,143000.0
2910,86000.0
2911,88000.0
2912,163000.0
2913,80000.0
2914,75500.0
2915,87000.0
2916,83500.0
2917,145000.0
2918,103200.0
2919,200000.0
